Name,Rarity,Attunement,Type,Source,Description,URL,Notes
Murgaxor's Orb,Legendary,Requires Attunement,Wondrous Item,trixhaven: A Curriculum of Chaos,"Roiling green mist fills this glass orb, which the exiled Strixhaven mage Murgaxor once used in foul magical experiments. Murgaxor's spirit has infused the orb, which he uses to spread a terrible curse among Strixhaven's students.
Sentience. Murgaxor's orb is a sentient, chaotic evil magic item with the following properties:
Curse. Any Humanoid you touch while holding the orb must succeed on a DC 10 Wisdom saving throw or become cursed. Each creature cursed by the orb bears an echo of Murgaxor's hateful thoughts, and that creature suffers from headaches that are persistent but not debilitating until the curse ends. On your turn, the orb can use an action to produce one of the following effects, targeting one or more creatures it has cursed:
After either of these effects ends, the affected creature is no longer cursed. The curse can also be removed from a creature with a Remove Curse spell or similar magic. All cases of the curse end if Murgaxor's orb is destroyed.
Magical Signature. As a side effect of the orb's curse, the spell Detect Magic reveals an aura of enchantment surrounding creatures bearing the curse. This aura is distinctive, but in a way Detect Magic offers no further details about.
Destroying the Orb. Murgaxor's orb has AC 18; 20 hit points; immunity to necrotic, poison, and psychic damage; and resistance to all other types of damage. If reduced to 0 hit points, the orb shatters.
",http://dnd5e.wikidot.com/wondrous-items:murgaxor-s-orb,
Nepenthe,legendary,requires attunement by a paladin,Weapon (longsword),Van Richten's Guide to Ravenloft,"You gain a +3 bonus to attack and damage rolls made with this magic weapon. When you hit a fiend or an undead with it, that creature takes an extra 2d10 radiant damage.
While you hold the drawn sword, it creates an aura in a 10-foot radius around you. You and all creatures friendly to you in the aura have advantage on saving throws against spells and other magical effects. If you have 17 or more levels in the paladin class, the radius of the aura increases to 30 feet.
Sentience. Nepenthe is a sentient neutral evil weapon with an Intelligence of 10, a Wisdom of 8, and a Charisma of 18. It has hearing and darkvision out to a range of 60 feet. It can read and understand Elvish. It can also speak Elvish, but only through the voice of its wielder, with whom the sword can communicate telepathically.
Personality. In its lifetime, the sword has beheaded thousands of criminals, not all of whom were guilty of the crimes for which they were convicted. The sword cannot distinguish the guilty from the innocent. With each beheading, it hungers for more justice and blood. The sword is corrupt and irredeemable.
",http://dnd5e.wikidot.com/wondrous-items:nepenthe,
Nether Scroll of Azumar,legendary,No Attunement,Scroll,Candlekeep Mysteries,"Unlike most scrolls, a Nether Scroll of Azumar is not a consumable magic item. It takes 30 days of concentrated study—at least 8 hours per day—to attempt to understand this scroll. After completing this study, you must make a DC 25 Intelligence (Arcana) check. If this check fails, you take 16d10 psychic damage, and you can attempt the check again after another 30 days of concentrated study.
When you succeed on the check, you gain the following benefits:
When you gain the scroll's benefits, a stone golem magically appears in an unoccupied space within 60 feet of you and acts as your ally. If you die, the golem turns to dust.
",http://dnd5e.wikidot.com/wondrous-items:nether-scroll-of-azumar,
Nightfall Pearl,legendary,requires attunement,Wondrous item,Explorer's Guide to Wildemount,"Used to summon night, this 6-inch-diameter, jet-black orb is cold to the touch. You can spend 10 minutes to activate it, causing the area within 10 miles of it at the moment of activation to become night even if it is daytime. This night lasts for 24 hours, until you cancel it as an action, or until your attunement to the pearl ends. Once used, the pearl can't be used again for 24 hours.
",http://dnd5e.wikidot.com/wondrous-items:nightfall-pearl,
Obsidian Flint Dragon Plate,legendary,No Attunement,Armor (plate),Baldur's Gate - Descent into Avernus,"You gain a +2 bonus to AC and resistance to poison damage while you wear this armor. ln addition, you gain advantage on ability checks and saving throws made to avoid or end the grappled condition on yourself.
",http://dnd5e.wikidot.com/wondrous-items:obsidian-flint-dragon-plate,
Orcsplitter,legendary,"requires attunement by a good-aligned dwarf, fighter, or paladin",Weapon (greataxe),Princes of the Apocalypse,"A mighty axe wielded long ago by the dwarf king Torhild Flametongue, Orcsplitter is a battered weapon that appears unremarkable at first glance. Its head is graven with the Dwarvish runes for “orc,” but the runes are depicted with a gap or slash through the markings; the word “orc” is literally split in two.
You gain the following benefits while holding this magic weapon:
Sentience. Orcsplitter is a sentient, lawful good weapon with an Intelligence of 6, a Wisdom of 15, and a Charisma of 10. It can see and hear out to 120 feet and has darkvision. It communicates by transmitting emotions to its wielder, although on rare occasions it uses a limited form of telepathy to bring to the wielder’s mind a couplet or stanza of ancient Dwarvish verse.
Personality. Orcsplitter is grim, taciturn, and inflexible. It knows little more than the desire to face orcs in battle and serve a courageous, just wielder. It disdains cowards and any form of duplicity, deception, or disloyalty. The weapon’s purpose is to defend dwarves and to serve as a symbol of dwarven resolve. It hates the traditional foes of dwarves &#8212; giants, goblins, and, most of all, orcs &#8212; and silently urges its possessor to meet such creatures in battle.
",http://dnd5e.wikidot.com/wondrous-items:orcsplitter,
Plate Armor of Etherealness,legendary,requires attunement,Armor (plate),Dungeon Master's Guide,"While you're wearing this armor, you can speak its command word as an action to gain the effect of the Etherealness spell, which last for 10 minutes or until you remove the armor or use an action to speak the command word again. This property of the armor can't be used again until the next dawn.
",http://dnd5e.wikidot.com/wondrous-items:plate-armor-of-etherealness,
Platinum Scarf,Legendary,Requires Attunement,Wondrous Item,Fizban's Treasury of Dragons,"This scarf is made of sturdy cloth and covered in platinum-colored scales.
Breath of Life. The scale disappears, and you or a creature you touch regains 10d4 hit points.
Platinum Shield. For 1 hour or until you dismiss it (no action required), the scale becomes a +1 shield, which you or another creature can use. A creature wielding the shield has immunity to radiant damage.
Radiant Hammer. For 1 hour or until you dismiss it (no action required), the scale becomes a magic light hammer, which you or another creature can use. The weapon deals 2d4 radiant damage, instead of the bludgeoning damage normal for a light hammer. It deals an extra 2d4 radiant damage to chromatic dragons.
Once three scales have been pulled from the scarf, no more scales can be removed until the next dawn, when all the missing scales grow back. If you pull off a scale but don’t speak a command word, it disappears after 1 minute.
",http://dnd5e.wikidot.com/wondrous-items:platinum-scarf,
Potion of Dragon's Majesty,Legendary,No Attunement,Potion,Fizban's Treasury of Dragons,"This potion looks like liquid gold, with a single scale from a chromatic, gem, or metallic dragon suspended in it. When you drink this potion, you transform into an adult dragon of the same kind as the dragon the scale came from. The transformation lasts for 1 hour. Any equipment you are wearing or carrying melds into your new form or falls to the ground (your choice). For the duration, you use the game statistics of the adult dragon instead of your own, but you retain your languages, personality, and memories. You can’t use a dragon’s Change Shape or its legendary or lair actions.
",http://dnd5e.wikidot.com/wondrous-items:potion-of-dragons-majesty,
Potion of Giant Size,legendary,No Attunement,Potion,torm King's Thunder,"When you drink this potion, you become Huge for 24 hours if you are Medium or smaller, otherwise the potion does nothing. For that duration, your Strength becomes 25, if it isn't already higher, and your hit point maximum is doubled (your current hit points are doubled when you drink the potion). In addition, the reach of your melee attacks increases by 5 feet.
Everything you are carrying and wearing also increases in size for the duration. When rolling damage for weapons enlarged in this manner, roll three times the normal number of dice; for example, an enlarged longsword would deal 3d8 slashing damage (instead of 1d8), or 3d10 slashing damage (instead of 1d10) when used with two hands.
When the effect ends, any hit points you have above your hit point maximum become temporary hit points.
This potion is a pale white liquid made from the tongue of a giant clam, with a pungent aroma akin to that of rotting algae. It tastes sweet, however, when consumed.
",http://dnd5e.wikidot.com/wondrous-items:potion-of-giant-size,
Powered Armor,legendary,requires attunement,Armor (plate),Lost Laboratory of Kwalish,"Powered Armor resembles a suit of unusual plate armor, with finely articulated joints connected by an oily, black, leather-like material. The armor has been worked to create the appearance of a heavily muscled warrior, and its great helm is unusual in that it has no openings —- only a broad glass plate in the front with a second piece of glass above it. Strange plates, tubing, and large metal bosses adorn the armor in seemingly random fashion. On the back of the armor’s left gauntlet is a rectangular metal box, from which projects a short rod tipped with a cone-shaped red crystal.
While wearing this armor, you gain the following benefits:
The armor has further capabilities that can be powered either by energy cells or by your own life energy. You can use a bonus action to draw power from an energy cell or sacrifice hit points to gain one of the following benefits:
The armor can accept only one energy cell at a time. It is found with one energy cell attached, containing 2d10 charges.
Powered Armor Options
Depending on where and how it appears in the adventure, you might wish to modify the features of Kwalish’s legendary Powered Armor.
Automatic Defenses. Unless Kwalish deactivates the suit’s automatic defenses, no one can approach the armor without setting those defenses off. Treat the armor as a shield guardian that has stored a Magic Missile spell cast using a 4th-level spell slot. When the armor is reduced to 0 hit points, its defenses are rendered inert and it can be safely approached.
Battle of Wills. When donned by a new user, the armor deems itself superior and attempts to take possession of that user. The user must succeed on a DC 13 Charisma saving throw or be possessed by the armor. While possessed, the user is incapacitated and loses control of its body but retains its awareness. The armor uses the possessed user’s statistics (as adjusted by the armor), but doesn’t gain access to the user’s knowledge, features, or proficiencies.
Freeing a creature trapped inside the armor first requires defeating the armor’s automatic defenses (as above). The trapped creature can also attempt a DC 20 Charisma saving throw each day at dawn. On a successful save, the armor no longer controls the creature and can be safely donned by that creature at any time.
Stasis. Whenever a creature wearing the armor drops to 0 hit points, the armor places that creature into a state of stasis. While in this state, the creature is stable and does not make death saving throws, but the armor takes control of the creature (as above). Additionally, the armor attempts to assume the identity of the user, assuring their allies that nothing is amiss. Freeing the user first requires defeating the armor’s automatic defenses (as above). A creature in stasis does not make Charisma saving throws to break the armor’s control.
Alternative Power. Powered Armor originally required energy cells to fuel it, but was adapted by Kwalish to be fueled by the life energy of the creature wearing it. You might decide that the armor can also draw power from additional sources, or that energy cells can be recharged with the aid of a tinker, inventor, or artificer. It might also be possible for allies to connect to the armor through the use of magic that generates a conduit something like an astral silver cord. While so connected, a willing ally can give up hit points as a reaction to fuel the armor’s abilities.
",http://dnd5e.wikidot.com/wondrous-items:powered-armor,
Pyxis of Pandemonium,legendary,No Attunement,Wondrous item,Mythic Odysseys of Theros,"A creature that touches this ornate wooden vessel for 1 minute gains the benefits of a short rest. That creature also gains the effects of the bless spell until the creature finishes a short or long rest. The creature can't gain these benefits again until it finishes a long rest.
If the vessel is opened, roll on the Pyxis of Pandemonium table to determine what happens. Any spells cast by the vessel have a spell save DC of 17. One minute after the vessel is opened, it disappears. It reappears, sealed, in a random location on the same plane of existence 24 hours later.
Curse. Any creature that gains the benefit of a short rest from the vessel hears cloying telepathic whispers emanating it. That creature must make a DC 17 Wisdom saving throw. On a failed save, the creature is charmed by the vessel for 1 hour. The charmed creature does everything it can to open the vessel as soon as possible. On a successful save, the creature is immune to the vessel's whispers for 24 hours.
",http://dnd5e.wikidot.com/wondrous-items:pyxis-of-pandemonium,"Needs manual intervention, has a table. "
Rakdos Riteknife,legendary,requires attunement,Weapon (dagger),Guildmaster's Guide to Ravnica,"You gain a +1 bonus to attack and damage rolls made with this magic weapon. Its blade is cruelly serrated, and its hilt resembles a demonic head and wings. Whenever you slay a creature with an attack using the dagger, the creature's soul is imprisoned inside the dagger, and that creature can be restored to life only by a Wish spell. The dagger can hold a maximum of five souls.
For each soul imprisoned in the dagger, your attacks with it deal an extra 1d4 necrotic damage on a hit. While the dagger is within 5 feet of you, your dreams are haunted by whispers from the trapped souls.
The dagger has the following additional properties.
Siphon Vitality. As a bonus action, you can release any number of stored souls from the dagger to regain 1d10 hit points per soul released.
Annihilation. If the dagger holds five souls, you can use this property: As a reaction immediately after you hit a creature with the dagger and deal damage to that target, you can release all five souls. If the target now has fewer than 75 hit points, it must succeed on a DC 15 Constitution saving throw or die. If the target dies, you can't use this property again until you finish a long rest.
",http://dnd5e.wikidot.com/wondrous-items:rakdos-riteknife,
Ring of Djinni Summoning,legendary,requires attunement,Ring,Dungeon Master's Guide,"While wearing this ring, you can speak its command word as an action to summon a particular djinni from the Elemental Plane of Air. The djinni appears in an unoccupied space you choose within 120 feet of you. It remains as long as you concentrate (as if concentrating on a spell), to a maximum of 1 hour, or until it drops to 0 hit points. It then returns to its home plane.
While summoned, the djinni is friendly to you and your companions. It obeys any commands you give it, no matter what language you use. If you fail to command it, the djinni defends itself against attackers but takes no other actions.
After the djinni departs, it can't be summoned again for 24 hours, and the ring becomes nonmagical if the djinni dies.
",http://dnd5e.wikidot.com/wondrous-items:ring-of-djinni-summoning,
Ring of Elemental Command,legendary,requires attunement,Ring,Dungeon Master's Guide,"This ring is linked to one of the four Elemental Planes. The DM chooses or randomly determines the linked plane.
While wearing this ring, you have advantage on attack rolls against elementals from the linked plane, and they have disadvantage on attack rolls against you. In addition, you have access to properties based on the linked plane.
The ring has 5 charges. It regains 1d4 + 1 expended charges daily at dawn. Spells cast from the ring have a save DC of 17.
Ring of Air Elemental Command. You can expend 2 of the ring's charges to cast Dominate Monster on an air elemental. In addition, when you fall, you descend 60 feet per round and take no damage from falling. You can also speak and understand Auran.
If you help slay an air elemental while attuned to the ring, you gain access to the following additional properties:
Ring of Earth Elemental Command. You can expend a 2 of the ring's charges to cast Dominate Monster on an earth elemental. In addition, you can move in difficult terrain that is composed of rubble, rocks, or dirt as if it were normal terrain. You can also speak and understand Terran.
If you help slay an earth elemental while attuned to the ring, you gain access to the following additional properties:
Ring of Fire Elemental Command. You can expend 2 of the ring's charges to cast Dominate Monster on a fire elemental. In addition, you have resistance to fire damage. You can also speak and understand Ignan.
If you help slay a fire elemental while attuned to the ring, you gain access to the following additional properties:
Ring of Water Elemental Command. You can expend 2 of the ring's charges to cast Dominate Monster on a water elemental. In addition, you can stand on and walk across liquid surfaces as if they were solid ground. You can also speak and understand Aquan.
If you help slay a water elemental while attuned to the ring, you gain access to the following additional properties:
",http://dnd5e.wikidot.com/wondrous-items:ring-of-elemental-command,
Ring of Invisibility,legendary,requires attunement,Ring,Dungeon Master's Guide,"While wearing this ring, you can turn invisible as an action. Anything you are wearing or carrying is invisible with you. You remain invisible until the ring is removed, until you attack or cast a spell, or until you use a bonus action to become visible again.
",http://dnd5e.wikidot.com/wondrous-items:ring-of-invisibility,
Ring of Spell Turning,legendary,requires attunement,Ring,Dungeon Master's Guide,"While wearing this ring, you have advantage on saving throws against any spell that targets only you (not in an area of effect). In addition, if you roll a 20 for the save and the spell is 7th level or lower, the spell has no effect on you and instead targets the caster, using the slot level, spell save DC, attack bonus, and spellcasting ability of the caster.
",http://dnd5e.wikidot.com/wondrous-items:ring-of-spell-turning,
Ring of Three Wishes,legendary,No Attunement,Ring,Dungeon Master's Guide,"While wearing this ring, you can use an action to expend 1 of its 3 charges to cast the Wish spell from it. The ring becomes nonmagical when you use the last charge.
",http://dnd5e.wikidot.com/wondrous-items:ring-of-three-wishes,
Robe of the Archmagi,legendary,"requires attunement by a sorcerer, warlock, or wizard",Wondrous item,Dungeon Master's Guide,"This elegant garment is made from exquisite cloth of white, gray, or black and adorned with silvery runes. The robe's color corresponds to the alignment for which the item was created. A white robe was made for good. gray for neutral, and black for evil. You can't attune to a robe of the archmagi that doesn't correspond to your alignment.
You gain these benefits while wearing the robe:
",http://dnd5e.wikidot.com/wondrous-items:robe-of-the-archmagi,
Rod of Lordly Might,legendary,requires attunement,Rod,Dungeon Master's Guide,"This rod has a flanged head, and it functions as a magic mace that grants a +3 bonus to attack and damage rolls made with it. The rod has properties associated with six different buttons that are set in a row along the haft. It has three other properties as well, detailed below.
Six Buttons. You can press one of the rod's six buttons as a bonus action. A button's effect lasts until you push a different button or until you push the same button again, which causes the rod to revert to its normal form.
If you press button 1, the rod becomes a Flame Tongue as a fiery blade sprouts from the end opposite the rod's flanged head (you choose the type of sword).
If you press button 2, the rod's flanged head folds down and two crescent-shaped blades spring out, transforming the rod into a magic battleaxe that grants a +3 bonus to attack and damage rolls made with it.
If you press button 3, the rod's flanged head folds down, a spear point springs from the rod's tip, and the rod's handle lengthens into a 6-foot haft, transforming the rod into a magic spear that grants a +3 bonus to attack and damage rolls made with it.
If you press button 4, the rod transforms into a climbing pole up to 50 feet long, as you specify. In surfaces as hard as granite, a spike at the bottom and three hooks at the top anchor the pole. Horizontal bars 3 inches long fold out from the sides, 1 foot apart, forming a ladder. The pole can bear up to 4,000 pounds. More weight or lack of solid anchoring causes the rod to revert to its normal form.
If you press button 5, the rod transforms into a handheld battering ram and grants you a +10 bonus to Strength checks made to break through doors, barricades, and other barriers.
If you press button 6, the rod assumes or remains in its normal form and indicates magnetic north. (Nothing happens if this function of the rod is used in a location that has no magnetic north.) The rod also gives you knowledge of your approximate depth beneath the ground or your height above it.
Drain Life. When you hit a creature with a melee attack using the rod, you can force the target to make a DC 17 Constitution saving throw. On a failure, the target rakes an extra 4d6 necrotic damage, and you regain a number of hit points equal to half that necrotic damage. This property can't be used again until the next dawn.
Paralyze. When you hit a creature with a melee attack using the rod, you can force the target to make a DC 17 Strength saving throw. On a failure , the target is paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on a success. This property can't be used again until the next dawn.
Terrify. While holding the rod, you can use an action to force each creature you can see with in 30 feet of you to make a DC 17 Wisdom saving throw. On a failure, a target is frightened of you for 1 minute. A frightened target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. This property can't be used again until the next dawn.
",http://dnd5e.wikidot.com/wondrous-items:rod-of-lordly-might,
Rod of Resurrection,legendary,"requires attunement by a cleric, druid, or paladin",Rod,Dungeon Master's Guide,"This rod has 5 charges. While you hold it, you can use an action to cast one of the following spells from it: Heal (expends 1 charge) or Resurrection (expends 5 charges.
The rod regains 1 expended charge daily at dawn. If the rod is reduced to 0 charges, roll a d20. On a 1, the rod disappears in a burst of radiance.
",http://dnd5e.wikidot.com/wondrous-items:rod-of-resurrection,
Ruby Weave Gem,Legendary,Requires Attunement by a Spellcaster,Wondrous Item,Fizban's Treasury of Dragons,"While you are holding this gem, you can use it as a spellcasting focus for your spells.
The gem has 3 charges and regains all expended charges daily at dawn. When you cast a spell while holding this gem, you can expend up to 3 charges to ignore the spell’s material components with a gold piece cost, up to 500 gp per charge expended.
When you finish a long rest, choose a spell from any class list. The spell you choose must be of a level you can cast. You know the chosen spell and can cast it with your spell slots of the appropriate level until the end of your next long rest.
",http://dnd5e.wikidot.com/wondrous-items:ruby-weave-gem,
Ruinblade,legendary,requires attunement,Weapon (greatsword),Infernal Machine Rebuild,"Ruinblade is a unique weapon possessed by Moghadam, the architect of the Tomb of Horrors. A symbol of his authority, Moghadam carries the weapon during the time frame of the adventure to intimidate the tomb’s workers. (In later years, after Acererak trapped Moghadam in the completed tomb as an undead archwraith, Moghadam was able to use the weapon as his own phylactery.)
A small jade version of the green devil face of the Tomb of Horrors is fashioned into the hilt of the weapon, with the blade extending from its open mouth. The blade always appears ruined and rusting, and causes its surroundings to appear reflected in the blade as if in a state of decay.
You gain a +2 bonus to attack and damage rolls made with this magic weapon. When you hit an undead creature with it, the attack deals an extra 1d8 force damage.
In addition, the weapon has the following properties:
Blighted Ruin. You can cast the Blight spell from the weapon (DC 15). Once used, this property of the weapon can’t be used until the next dawn.
Destructive Ruin. You can cast the Disintegrate spell from the weapon, but can target only a nonmagical object or a creation of magical force. Once used, this property of the weapon can’t be used until dawn seven days later.
Curse. This weapon is cursed, and becoming attuned to it extends the curse to you. Until the curse is broken with a Remove Curse spell or similar magic, you are unwilling to part with the weapon.
The weapon must take direct part in the destruction of 1,000 gp worth of materials and objects every seven days, or a conflict arises between you and the weapon at the end of the seventh day.
Sentience. Ruinblade is a sentient lawful evil weapon with an Intelligence of 15, a Wisdom of 8, and a Charisma of 16. It has hearing and darkvision out to a range of 120 feet.
The weapon can speak, read, and understand Common, and can communicate with its wielder telepathically. Its voice is a rough, ruined echo. While you are attuned to it, Ruinblade also understands every language you know.
Personality. Ruinblade speaks either with a dolorous or frenetic tone, depending on its mood. That mood improves when the sword is actively engaged in acts of destruction, but worsens if the blade is left inactive too long.
The weapon’s purpose is to ruin and unmake existing objects, so that its owner can rebuild the world from a blank slate. It thus encourages its wielder to engage in constant destruction, claiming that this will allow the creation of a more superior vision from the ruin of what came before.
",http://dnd5e.wikidot.com/wondrous-items:ruinblade,
Scarab of Protection,legendary,requires attunement,Wondrous item,Dungeon Master's Guide,"If you hold this beetle-shaped medallion in your hand for 1 round, an inscription appears on its surface revealing its magical nature. It provides two benefits while it is on your person:
",http://dnd5e.wikidot.com/wondrous-items:scarab-of-protection,
Scroll of Tarrasque Summoning,legendary,No Attunement,Scroll,Icewind Dale - Rime of the Frostmaiden,"Using an action to read the scroll causes the tarrasque (see the creature's entry in the Monster Manual) to appear in an unoccupied space you can see within 1 mile of you. The tarrasque disappears when it drops to 0 hit points and is hostile toward all creatures other than itself.
",http://dnd5e.wikidot.com/wondrous-items:scroll-of-tarrasque-summoning,
Scroll of the Comet,legendary,No Attunement,Scroll,Icewind Dale - Rime of the Frostmaiden,"By using an action to read the scroll, you cause a comet to fall from the sky and crash to the ground at a point you can see up to 1 mile away from you. You must be outdoors when you use the scroll, or nothing happens and the scroll is wasted.
The comet creates a 50-foot-deep, 500-foot-radius crater on impact. Any creature in that radius must make a DC 20 Dexterity saving throw, taking 30d10 force damage on a failed saving throw, or half as much damage on a successful one. All structures in the crater are destroyed, as are all nonmagical objects that aren't being worn or held.
",http://dnd5e.wikidot.com/wondrous-items:scroll-of-the-comet,
Shard Solitaire,Legendary,Requires Attunement,Wondrous Item,Keys from the Golden Vault,"This gemstone contains an unstable extradimensional rift. Its facets are ribboned with iridescent veins that seem to move of their own accord. Five types of shard solitaire are known to exist, each one a different type of gemstone, as shown in the Shard Solitaire Types table.
Rift Step. As a bonus action, while wearing or holding the shard solitaire, you can teleport yourself, along with anything you're wearing or carrying, to an unoccupied space you can see within 30 feet of yourself.
When you use this property, you can tap into the unstable power of the stone's extradimensional rift to increase the teleport distance by up to 30 feet, but if you teleport more than 30 feet using Rift Step, you must succeed on a DC 16 Constitution saving throw or take 3d10 force damage immediately after you teleport.
Spellcasting. The stone has 6 charges and regains 1d6 expended charges daily at dawn. The Shard Solitaire Types table lists the spells common to all shard solitaires, as well as the spells specific to each kind of stone. As an action, you can cast one of the stone's spells by expending the requisite number of charges, requiring no material components (save DC 16).
",http://dnd5e.wikidot.com/wondrous-items:shard-solitaire,"Needs manual intervention, has a table. "
Shield of the Hidden Lord,legendary,requires attunement,Armor (shield),Baldur's Gate - Descent into Avernus,"The Shield of the Hidden Lord is of celestial origin and serves as a prison for the pit fiend Gargauth, whose mortal followers revere it as a god. Over time, Gargauth's evil has warped the shield's appearance, so that its celestial motif and designs have become twisted into a fiendish face that subtly moves in disturbing ways.
While holding this shield, you gain a +2 bonus to AC and resistance to fire damage.
Sentience. The Shield of the Hidden Lord is sentient as long as it imprisons Gargauth. While sentient, the shield has the following properties:
Gargauth's Personality. Gargauth desperately seeks freedom but can't escape on its own. The pit fiend won't reveal its true nature, referring to itself only as the Hidden Lord. It drops hints and subtle suggestions that it is an angel trapped in an unholy prison. If released from the shield, the pit fiend honors the terms of whatever bargain it struck to facilitate its escape.
While trapped in the shield, Gargauth carefully steers the shield's current owner toward committing acts of cruelty and domination, hoping to condemn the individual's soul to the Nine Hells. Conflict occurs if the shield's owner does anything that would make it more difficult for Gargauth to escape its prison, such as leaving the shield in a place where others are unlikely to find it.
Gargauth doesn't know how to escape from the shield. The pit fiend believes (incorrectly) that it can break free of the shield if it's brought to the Nine Hells, for it's convinced that the shield's powers are weaker there.
Freeing Gargauth. Casting Dispel Evil and Good on the shield has a 1 percent chance of freeing the pit fiend, or automatically succeeds if the spell is cast by a solar, a planetar, or an archdevil. A god can release the pit fiend by touching the shield and speaking Gargauth's name. When released, Gargauth appears in a random, unoccupied space as close to the shield as possible.
",http://dnd5e.wikidot.com/wondrous-items:shield-of-the-hidden-lord,
Snicker-Snack,Legendary,Requires Attunement by a Non-evil Creature,Weapon (Greatsword),The Wild Beyond The Witchlight,"You gain a +3 bonus to attack and damage rolls made with this magic vorpal sword. In addition, the weapon ignores resistance to slashing damage.
When you use this weapon to attack a creature that has at least one head and roll a 20 on the attack roll, you cut off one of the creature's heads. The creature dies if it can't survive without the lost head. A creature is immune to this effect if it is immune to slashing damage, it doesn't have or need a head, it has legendary actions, or the DM decides that the creature is too big for its head to be cut off with this weapon. Such a creature instead takes an extra 6d8 slashing damage from the hit.
While attuned to Snicker-Snack, you have proficiency with greatswords, and you can use your Charisma modifier instead of your Strength modifier for attack and damage rolls made with the weapon.
Sentience. Snicker-Snack is a sentient, chaotic good greatsword with an Intelligence of 9, a Wisdom of 14, and a Charisma of 18. It has hearing and darkvision out to a range of 120 feet. It can speak, read, and understand Common, and its voice sounds silvery and melodic. Snicker-Snack craves the destruction of evil Dragons and urges you to seek out these creatures and slay them.
Snicker-Snack has a fickle personality. It ends its attunement to you if you miss on attack rolls with the weapon three times in a row. Each time you finish a long rest after that happens, you can attempt to regain the sword's trust by making a contested Charisma check against Snicker-Snack. If you win the contest, your attunement to the weapon is instantly restored. Your attunement to the weapon can't be restored in any other way.
",http://dnd5e.wikidot.com/wondrous-items:snicker-snack,
Sovereign Glue,legendary,No Attunement,Wondrous item,Dungeon Master's Guide,"This viscous, milky-white substance can form a permanent adhesive bond between any two objects. It must be stored in a jar or flask that has been coated inside with Oil of Slipperiness. When found, a container contains 1d6 + 1 ounces.
One ounce of the glue can cover a 1-foot square surface. The glue takes 1 minute to set. Once it has done so, the bond it creates can be broken only by the application of Universal Solvent or Oil of Etherealness, or with a Wish spell.
",http://dnd5e.wikidot.com/wondrous-items:sovereign-glue,
Spell Bottle,legendary,requires attunement,Wondrous item,Explorer's Guide to Wildemount,"This glass bottle can store one spell of up to 5th level at a time. When found, roll a d6 and subtract 1: the total determines the level of spell in the bottle (the DM chooses the spell, and 0 means the bottle is empty). A swirling blue vapor fills the bottle while it contains a spell.
When the bottle is empty, any creature can cast a spell of 1st through 5th level into it by touching it while casting. The spell has no effect other than to be stored in the bottle.
While holding the bottle, you can cast the spell stored in it. The spell uses the slot level, spell save DC, spell attack bonus, and spellcasting ability of the original caster, but is otherwise treated as if you cast the spell. The bottle becomes empty once the spell is cast.
If you're holding the empty bottle when you see a creature casting a spell within 60 feet of you, you can open the bottle as a reaction in an attempt to interrupt the spell. If the creature is casting a spell of 3rd level or lower, the spell has no effect, and it is stored in the bottle. If it is casting a spell of 4th level or higher, make an Intelligence check. The DC equals 10 + the spell's level. On a success, the spell has no effect, and it is stored in the bottle.
",http://dnd5e.wikidot.com/wondrous-items:spell-bottle,
Sphere Of Annihilation,legendary,No Attunement,Wondrous item,Dungeon Master's Guide,"This 2-foot-diameter black sphere is a hole in the multiverse, hovering in space and stabilized by a magical field surrounding it.
The sphere obliterates all matter it passes through and all matter that passes through it. Artifacts are the exception. Unless an artifact is susceptible to damage from a sphere of annihilation, it passes through the sphere unscathed. Anything else that touches the sphere but isn't wholly engulfed and obliterated by it takes 4d10 force damage.
The sphere is stationary until someone controls it. If you are within 60 feet of an uncontrolled sphere, you can use an action to make a DC 25 Intelligence (Arcana) check. On a success, the sphere levitates in one direction of your choice, up to a number of feet equal to 5 x your Intelligence modifier (minimum 5 feet). On a failure, the sphere moves 10 feet toward you. A creature whose space the sphere enters must succeed on a DC 13 Dexterity saving throw or be touched by it, taking 4d10 force damage.
If you attempt to control a sphere that is under another creature's control, you make an Intelligence (Arcana) check contested by the other creature's Intelligence (Arcana) check. The winner of the contest gains control of the sphere and can levitate it as normal.
If the sphere comes into contact with a planar portal, such as that created by the Gate spell, or an extradimensional space, such as that within a Portable Hole, the DM determines randomly what happens, using the following table.
",http://dnd5e.wikidot.com/wondrous-items:sphere-of-annihilation,"Needs manual intervention, has a table. "
